ID,Project Code,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Lead Time (Days)
3768,116-ZA-T01,SCMS-41582,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2009-03-27,2009-06-25,2009-04-08,8-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,2000,43360.0,21.68,0.24,"Aurobindo Unit III, India",No,,,84.99,12.0
3769,116-ZA-T01,SCMS-41583,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2009-03-27,2009-06-25,2009-04-09,9-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1400,49532.0,35.38,0.29,ABBVIE Ludwigshafen Germany,Yes,,,97.08,13.0
3770,116-ZA-T01,SCMS-41583,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2009-03-27,2009-06-25,2009-04-09,9-Apr-09,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 15mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,15mg,Capsule,60,1800,7110.0,3.95,0.07,"BMS Meymac, France",No,,,13.94,13.0
3771,116-ZA-T01,SCMS-41585,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2009-03-27,2009-06-25,2009-04-21,21-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 100mg [Retrovir], capsules, 100 Caps",Zidovudine,Retrovir,100mg,Capsule,100,800,9888.0,12.36,0.12,GSK Crawley,Yes,,,19.38,25.0
3772,116-ZA-T01,SCMS-41580,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-03-27,2009-06-25,2009-06-05,5-Jun-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,36,254.88,7.08,0.12,"Aurobindo Unit III, India",Yes,,,0.5,70.0
3781,144-BW-T01,SCMS-41880,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-03-25,2009-07-10,2009-07-10,10-Jul-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,20,7000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,48.0,684.42,13.72,107.0
3787,116-ZA-T01,SCMS-47350,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-04-02,2009-05-15,2009-05-04,4-May-09,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 100mg [Retrovir], capsules, 100 Caps",Zidovudine,Retrovir,100mg,Capsule,100,30,371.1,12.37,0.12,GSK Crawley,Yes,,,0.73,32.0
3808,102-KE-T01,SCMS-42961,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-05-14,2009-08-07,2009-08-28,28-Aug-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,7500,600000.0,80.0,0.8,Inverness Japan,Yes,2215.0,17974.65,1176.0,106.0
3828,107-RW-T01,SCMS-43870,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2009-04-15,2009-09-21,2009-09-21,21-Sep-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,54432,641753.28,11.79,0.2,Mylan (formerly Matrix) Nashik,Yes,7278.0,61925.7,1257.84,159.0
3839,139-NA-T01,SCMS-44720,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-04-20,2009-05-20,2009-05-20,20-May-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,180,12600.0,70.0,0.7,Inverness Japan,Yes,43.0,2760.11,24.7,30.0
3840,104-CI-T01,SCMS-44820,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2009-04-24,2009-08-11,2009-08-11,11-Aug-09,ARV,Adult,GLAXOSMITHKLINE EXPORT LIMITED,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,2048,109998.08,53.71,0.9,GSK Ware (UK),Yes,,,215.6,109.0
3846,108-VN-T01,SCMS-45000,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-04-29,2009-07-21,2009-07-21,21-Jul-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,35616,240408.0,6.75,0.11,"Cipla, Goa, India",Yes,3479.0,10048.1,471.2,83.0
3848,108-VN-T01,SCMS-45020,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-04-29,2009-08-03,2009-08-03,3-Aug-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6552,42588.0,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,524.0,4453.71,83.47,96.0
3851,108-VN-T01,SCMS-45070,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-04-29,2009-07-10,2009-07-10,10-Jul-09,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,15960,23142.0,1.45,0.02,"Aurobindo Unit III, India",Yes,1815.0,9931.49,45.36,72.0
3852,108-VN-T01,SCMS-45070,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-04-29,2009-07-10,2009-07-10,10-Jul-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3500,39025.0,11.15,0.19,"Aurobindo Unit III, India",No,,,76.49,72.0
3870,102-BW-T01,SCMS-46070,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2009-05-27,2009-06-12,2009-06-12,12-Jun-09,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,,Test kit,100,1,350.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,3.0,597.43,0.69,16.0
3880,108-VN-T01,SCMS-46540,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2009-05-27,2009-07-23,2009-07-23,23-Jul-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,120,840.0,7.0,0.12,"BMS Meymac, France",Yes,,,1.65,57.0
3894,116-ZA-T01,SCMS-47050,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-06-05,2009-10-12,2009-07-21,21-Jul-09,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",Nevirapine,Viramune,200mg,Tablet,60,360,7041.6,19.56,0.33,"Boehringer Ing., Koropi, GR",Yes,,,13.8,46.0
3895,116-ZA-T01,SCMS-47050,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-06-05,2009-10-12,2009-07-21,21-Jul-09,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,250mg,Delayed-release capsules - blister,30,40,678.8,16.97,0.57,"BMS Meymac, France",No,,,1.33,46.0
3896,116-ZA-T01,SCMS-47051,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-06-05,2009-10-12,2009-07-28,28-Jul-09,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,200,3136.0,15.68,0.26,GSK Ware (UK),No,,,6.15,53.0
3897,116-ZA-T01,SCMS-47051,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-06-05,2009-10-12,2009-07-28,28-Jul-09,ARV,Pediatric,S. BUYS WHOLESALER,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,30,328.2,10.94,0.05,"Aurobindo Unit III, India",No,,,0.64,53.0
3898,116-ZA-T01,SCMS-47051,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-06-05,2009-10-12,2009-07-28,28-Jul-09,ARV,Adult,S. BUYS WHOLESALER,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,30,2298.0,76.6,0.28,Roche Basel,No,,,4.5,53.0
3899,116-ZA-T01,SCMS-47070,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2009-06-05,2009-09-08,2009-08-31,31-Aug-09,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,300,7440.0,24.8,0.83,"Aspen-OSD, Port Elizabeth, SA",Yes,,,14.58,87.0
3926,100-CI-T01,SCMS-2,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,,2006-05-10,2006-05-10,10-May-06,HRDT,HIV test,OMEGA DIAGNOSTICS LTD,"HIV 1/2, Visitect Kit, 25 Tests","HIV 1/2, Visitect Kit",Visitect,,Test kit,25,44,1375.0,31.25,1.25,"OMEGA Diagnostics, UK",Yes,15.0,633.73,,
3955,114-UG-T01,SCMS-157,Uganda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,,2006-12-21,2006-12-21,21-Dec-06,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,5080,55880.0,11.0,0.18,"Aurobindo Unit III, India",Yes,1172.0,5595.44,,
3956,108-VN-T01,SCMS-171,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2006-11-13,2007-03-27,2007-03-27,27-Mar-07,ARV,Adult,Hoffmann-La Roche ltd Basel,"Nelfinavir (as mesilate) 250mg [Viracept], tablets, 270 Tabs",Nelfinavir (as mesilate),Viracept,250mg,Tablet,270,200,32688.0,163.44,0.61,Roche Madrid,Yes,54.0,13981.96,,134.0
3970,107-RW-T01,SCMS-288,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2006-12-28,2007-01-17,2007-01-17,17-Jan-07,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,,Test kit,30,2000,42000.0,21.0,0.7,Premier Med. Corp Ltd. India,Yes,600.0,5714.31,,20.0
3971,107-RW-T01,SCMS-290,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2006-12-29,2007-01-25,2007-03-09,9-Mar-07,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,500,20000.0,40.0,2.0,"Trinity Biotech, Plc",Yes,173.0,17928.53,,70.0
3972,110-ZM-T01,SCMS-291,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,,2006-11-20,2006-11-20,20-Nov-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,2500,200000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,857354.0,5157.65,,
3976,110-ZM-T01,SCMS-352,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,,2007-02-20,2007-02-20,20-Feb-07,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,400,8000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,134.0,963.73,,
3989,100-HT-T01,SCMS-540,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2007-04-04,2007-05-08,2007-05-08,8-May-07,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,125,17375.0,139.0,1.39,"Trinity Biotech, Plc",Yes,78.0,4702.79,,34.0
3992,102-NG-T01,SCMS-592,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2007-05-13,2007-06-19,2007-08-06,6-Aug-07,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,1500,120000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,512.0,3906.29,192.0,85.0
4020,108-VN-T01,SCMS-749,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2007-07-03,2007-10-02,2007-10-02,2-Oct-07,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,1500,41475.0,27.65,0.46,"Aurobindo Unit III, India",No,,,66.36,91.0
4021,108-VN-T01,SCMS-762,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2007-07-04,2007-09-10,2007-09-10,10-Sep-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1000,82190.0,82.19,0.68,ABBVIE Ludwigshafen Germany,Yes,226.0,2923.46,131.5,68.0
4023,102-GY-T01,SCMS-767,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2007-07-25,2007-08-09,2007-08-09,9-Aug-07,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,300,3.0,0.01,0.0,Inverness Japan,Yes,,,0.0,15.0
4025,104-CI-T01,SCMS-785,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2007-07-11,2007-08-27,2007-08-27,27-Aug-07,ARV,Adult,BRISTOL-MYERS SQUIBB,"Stavudine 20mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,20mg,Capsule,60,1161,6548.04,5.64,0.09,"BMS Meymac, France",Yes,,,10.48,47.0
4044,109-TZ-T01,SCMS-10260,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,,2007-10-16,2007-10-16,16-Oct-07,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3338.0,28466.06,320.0,
4045,109-TZ-T01,SCMS-10340,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-09-17,2008-11-19,2008-11-19,19-Nov-08,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,3112.0,22856.02,392.0,63.0
4085,102-GY-T01,SCMS-11650,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2007-08-28,2007-09-21,2007-09-21,21-Sep-07,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,442,4.42,0.01,0.0,Inverness Japan,Yes,,,0.01,24.0
4100,104-CI-T01,SCMS-12370,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2007-09-18,2007-10-25,2007-10-25,25-Oct-07,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,,Test kit,20,250,6750.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,68.0,1711.86,10.8,37.0
4189,116-ZA-T01,SCMS-14050,South Africa,PMO - US,Direct Drop,DDP,Unknown / Internal Transfer,Pre-PQ Process,2007-11-12,2008-01-29,2008-01-29,29-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,800,15408.0,19.26,0.32,GSK Aranda,No,,,24.65,78.0
4190,116-ZA-T01,SCMS-14050,South Africa,PMO - US,Direct Drop,DDP,Unknown / Internal Transfer,Pre-PQ Process,2007-11-12,2008-01-29,2007-01-24,24-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Stavudine 30mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,30mg,Capsule,60,800,4792.0,5.99,0.1,"BMS Meymac, France",Yes,,,7.67,
4192,107-RW-T01,SCMS-14140,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2007-11-16,2008-01-10,2008-01-10,10-Jan-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,2450,78400.0,32.0,1.6,"Trinity Biotech, Plc",No,,,125.44,55.0
4193,107-RW-T01,SCMS-14221,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,2007-11-21,2008-04-28,2008-04-22,22-Apr-08,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,38784,271488.0,7.0,0.12,"Cipla, Goa, India",Yes,4124.0,10500.0,434.38,153.0
4198,108-VN-T01,SCMS-14211,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2007-12-06,2008-01-22,2008-03-07,7-Mar-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,2000,164400.0,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,513.0,5866.31,263.04,92.0
4215,108-VN-T01,SCMS-14930,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2007-12-05,2008-01-22,2008-01-22,22-Jan-08,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,800,1400.0,1.75,0.03,"Aurobindo Unit III, India",No,,,2.24,48.0
4257,116-ZA-T01,SCMS-16600,South Africa,PMO - US,Direct Drop,DDP,Unknown / Internal Transfer,Pre-PQ Process,2008-01-04,2008-01-21,2008-01-04,4-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Nevirapine 200mg [Viramune], tablets, 60 Tabs",Nevirapine,Viramune,200mg,Tablet,60,100,2318.0,23.18,0.39,"BI, Ingelheim, Germany",No,,,3.71,0.0
4258,116-ZA-T01,SCMS-16600,South Africa,PMO - US,Direct Drop,DDP,Unknown / Internal Transfer,Pre-PQ Process,2008-01-04,2008-01-21,2008-01-04,4-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,800,13960.0,17.45,0.29,GSK Aranda,No,,,22.34,0.0
4259,116-ZA-T01,SCMS-16600,South Africa,PMO - US,Direct Drop,DDP,Unknown / Internal Transfer,Pre-PQ Process,2008-01-04,2008-01-21,2008-01-04,4-Jan-08,ARV,Pediatric,"JSI R&T INSTITUTE, INC.","Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,300,2049.0,6.83,0.03,GSK Mississauga (Canada),No,,,3.28,0.0
4283,106-HT-T01,SCMS-17670,Haiti,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2008-02-15,2008-04-11,2008-04-11,11-Apr-08,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,180,1850.4,10.28,0.17,ABBVIE Ludwigshafen Germany,Yes,31.0,910.86,2.96,56.0
4290,116-ZA-T01,SCMS-17720,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2008-01-21,2008-02-05,2008-02-04,4-Feb-08,ARV,Adult,"JSI R&T INSTITUTE, INC.","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,800,21720.0,27.15,0.9,"BMS Meymac, France",Yes,,,34.75,14.0
4301,110-ZM-T01,SCMS-18240,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-02-29,2008-06-06,2008-06-06,6-Jun-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,4300,309557.0,71.99,0.72,Inverness Japan,Yes,979.0,8690.26,495.29,98.0
4302,104-CI-T01,SCMS-18280,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-02-27,2008-04-14,2008-04-17,17-Apr-08,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,476,36176.0,76.0,1.9,Bio-Rad Laboratories,Yes,522.0,6924.83,57.88,50.0
4303,107-RW-T01,SCMS-18350,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-02-26,2008-07-11,2008-07-11,11-Jul-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,3150,100800.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1080.0,15987.05,161.28,136.0
4311,104-CI-T01,SCMS-18460,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-02-29,2008-09-26,2008-09-26,26-Sep-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,1116,78120.0,70.0,0.7,Inverness Japan,Yes,256.0,4014.57,124.99,210.0
4312,102-GY-T01,SCMS-18510,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-02-28,2008-07-21,2008-07-21,21-Jul-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,1062,33984.0,32.0,1.6,"Trinity Biotech, Plc",Yes,362.0,4717.51,54.37,144.0
4321,102-BW-T01,SCMS-18730,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-03-11,2008-06-23,2008-06-23,23-Jun-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,200,2.0,0.01,0.0,Inverness Japan,Yes,,,0.0,104.0
4331,129-KG-T01,SCMS-19110,Kyrgyzstan,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,2008-03-18,2008-06-14,2008-06-14,14-Jun-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, DoubleCheck II Kit, 40 Tests","HIV 1/2, DoubleCheck II Kit",DoubleCheck,,Test kit,40,500,39500.0,79.0,1.98,Not Applicable,Yes,,,63.2,88.0
4333,119-NA-T01,SCMS-19130,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-03-18,2008-06-04,2008-06-04,4-Jun-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,142,1.42,0.01,0.0,Inverness Japan,Yes,,,0.0,78.0
4347,116-ZA-T01,SCMS-19800,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,2008-02-20,2008-04-24,2008-04-24,24-Apr-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,1000,6410.0,6.41,0.03,GSK Mississauga (Canada),No,,,10.26,64.0
4367,108-VN-T01,SCMS-20181,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2008-03-31,2008-07-07,2008-07-07,7-Jul-08,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,100mg,Chewable/dispersible tablet,60,408,3162.0,7.75,0.13,"Aurobindo Unit III, India",No,,,5.06,98.0
